IČO organizace:2;Název organizace:;Právní forma:;Velikostní kategorie:;Adresa:;Kraj:;Okres:;Obec:;Datum vzniku:;Rok vzniku:;Instituce v likvidaci:;Činnost:;Obor:;Nadační kapitál:;Statutární orgán:;Zakladatel:;Počet pobočných spolků:;Popis účelu:;Živnostenské oprávnění:;X:;Y:;GlobalID;x;y
537241;Pionýr, z. s. - 73. pionýrská skupina Vodovod;Pobočný spolek;Neuvedeno;Praha, 10000, Strašnice (Praha 10), Limuzská 1813/15;Hlavní město Praha;Praha;Praha;16/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,508";"50,079";531a6ec3-eec6-47d2-a5aa-6cf19e2f93b8;"14,508";"50,079"
537292;Amatérský divadelní soubor Pan DÍVADLO Praha;Spolek;Neuvedeno;Praha, PSČ 110 00;Hlavní město Praha;Praha;Praha;10/05/1990;"1 990";aktivní;Umění;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,426";"50,085";479305e8-079c-4c31-86df-9a9fdbf3fa46;"14,426";"50,085"
537322;Ústřední automotoklub ČSFR;Spolek;Neuvedeno;Praha, 12000, Nové Město (Praha 2), Na Rybníčku 1351/16;Hlavní město Praha;Praha;Praha;24/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,427";"50,076";a606e392-3262-41ca-8cbe-a7b276ad399f;"14,427";"50,076"
537349;Moravskoslezská beseda;Spolek;Neuvedeno;Praha, 15000, Košíře, U Vojanky 740/3;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,378";"50,065";84598d78-a9ee-4834-8b94-6e5389df96f0;"14,378";"50,065"
537373;Český komitét pro vědecké řízení z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;03/04/1990;"1 990";aktivní;Ostatní služby jinde neuvedené;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";92c18df2-a613-4719-8351-87ed95c6b2c3;"14,413";"50,085"
537381;Sportovní klub Start Praha z.s.;Spolek;1 - 5 zaměstnanců;Praha, 11000, Staré Město, Střelecký ostrov 336;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,41";"50,081";9efadd5c-5932-404d-96b9-7383ab79909b;"14,41";"50,081"
537403;Aeroklub České republiky z.s.;Spolek;6 - 9 zaměstnanců;Praha, 17000, Holešovice (Praha 7), Dělnická 213/12;Hlavní město Praha;Praha;Praha;03/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,446";"50,103";291e04c6-b728-4048-974a-84ace6f39509;"14,446";"50,103"
537462;TJ Kotva Braník z.s.;Spolek;Neuvedeno;Praha, 14700, Braník, U ledáren 1557/1;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,405";"50,032";15dc90ca-494d-415e-8825-638b1775013c;"14,405";"50,032"
537497;Asociace fanoušků science fiction;Spolek;Neuvedeno;Praha, 12800, Nusle (Praha 2), Krokova 778/9;Hlavní město Praha;Praha;Praha;16/03/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,425";"50,063";73c88774-3d19-43bc-86ab-48e08bf089c7;"14,425";"50,063"
537527;Majetkoprávní unie dětských a mládežnických organizací;Spolek;Neuvedeno;Praha, 11000, Nové Město (Praha 1), Senovážné náměstí 977/24;Hlavní město Praha;Praha;Praha;11/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,431";"50,085";cb35af72-3b1d-4d84-83ac-43331fdb944b;"14,431";"50,085"
537543;České hnutí speciálních olympiád, z.s.;Spolek;Neuvedeno;Praha, 11800, Malá Strana (Praha 1), Všehrdova 440/7;Hlavní město Praha;Praha;Praha;14/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,406";"50,082";32ced2a3-abeb-4f7f-8f6a-47295f1bbcba;"14,406";"50,082"
537560;Český svaz juda;Spolek;1 - 5 zaměstnanců;Praha, 16900, Břevnov (Praha 6), Zátopkova 100/2;Hlavní město Praha;Praha;Praha;10/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,386";"50,081";64911428-2b2e-4a53-984d-3560ee96f03a;"14,386";"50,081"
537616;SVAZ KOVÁREN ČR z. s.;Spolek;1 - 5 zaměstnanců;Ostrava, 70800, Pustkovec, Technologická 373/4;Moravskoslezský kraj;Ostrava-město;Ostrava;24/01/1991;"1 991";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;Statutární orgán;není k dispozici;0;a)podpora rozvoje kovárenství jako oboru, zvyšování odborné úrovně pracovníků v oboru technologie tváření kovů a v oborech souvisejících nebo navazujících. b)prosazování zájmů Svazu a zvyšování úrovně kvality kovárenství a prestiže tohoto odvětví v rámci České republiky a Evropské unie.    c)navazování a rozvíjení spolupráce s ostatními soukromými, samosprávnými nebo veřejnoprávními organizacemi působícími v tomto odvětví nebo se tímto odvětvím zabývajícími. d)podpora a rozvoj aktivit členů Svazu, prosazování a ochrana zájmů a zajišťování potřeb členů ve vztazích k orgánům státní správy, územním samo-správám a k zahraničí,;ANO;"16,601";"49,212";223b8785-1a44-44ff-8af6-bc7a12b1e638;"16,601";"49,212"
499617;Asociace J.Á. Komenského v likvidaci;Spolek;Neuvedeno;Praha, 12000, Vinohrady (Praha 2), Jugoslávská 620/29;Hlavní město Praha;Praha;Praha;06/04/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,435";"50,076";d919a929-e9c7-4b78-a626-81b132f107fe;"14,435";"50,076"
537632;Svaz lyžařů České republiky z.s.;Spolek;10 - 19 zaměstnanců;Praha, 16200, Střešovice, Cukrovarnická 483/42;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,376";"50,094";a7ab434d-b9d3-4e19-901a-c6bf08cf6be1;"14,376";"50,094"
537667;Sportovní klub ČECHIE SMÍCHOV, z. s.;Spolek;Neuvedeno;Praha, , Praha ;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,365";"50,074";a340c876-6dc9-4e33-adf7-9078f675da34;"14,365";"50,074"
537675;ONŽ - pomoc a poradenství pro ženy a dívky, z.s.;Spolek;25 - 49 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Voršilská 139/5;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,416";"50,081";3ccc72a9-aa1d-47d0-8b6f-c321e6304f60;"14,416";"50,081"
537730;Český svaz kanoistů, z.s.;Spolek;1 - 5 zaměstnanců;Praha, 16900, Břevnov (Praha 6), Zátopkova 100/2;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,386";"50,081";fda0c7ea-28e2-4a39-8f0d-ad17d75ae7fa;"14,386";"50,081"
537748;Cech vahařský;Spolek;Neuvedeno;Praha, 11000, Josefov, Kaprova 14/13;Hlavní město Praha;Praha;Praha;22/05/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,419";"50,088";c8695ba4-b796-496f-a43b-cd6f364c8cd7;"14,419";"50,088"
537772;INTERGRAM, nezávislá společnost výkonných umělců a výrobců zvukových a zvukově-obrazových záznamů, z.s.;Spolek;50 - 99 zaměstnanců;Praha, 11000, Nové Město (Praha 1), Klimentská 1207/10;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Umění;Kultura;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,43";"50,092";d9a8a01a-6b61-462d-8e0f-9afe9c575365;"14,43";"50,092"
537781;Tělovýchovná jezdecká jednota Přední Kopanina, z.s.;Spolek;Neuvedeno;Praha, 16400, Přední Kopanina, Nové domy 16;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,293";"50,118";adf23a0a-f5e3-4ddd-b930-3f489aa13a47;"14,293";"50,118"
537799;Tělocvičná jednota Kobylisy, z.s.;Spolek;1 - 5 zaměstnanců;Praha, 18200, Kobylisy, U školské zahrady 430/9;Hlavní město Praha;Praha;Praha;13/05/1991;"1 991";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,461";"50,124";a0cf47f3-9b97-4bd1-9f81-667ca09e54af;"14,461";"50,124"
537829;TJ Jižní Město Chodov, z.s.;Spolek;1 - 5 zaměstnanců;Praha, 14900, Chodov, Mírového hnutí 2137/7;Hlavní město Praha;Praha;Praha;24/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,506";"50,04";fa6a8f0c-1578-41f4-83ab-f65649c7974e;"14,506";"50,04"
537870;Tělovýchovná jednota Tatran Praha, z.s.;Spolek;Neuvedeno;Praha 4, Podolský přístav 5;Hlavní město Praha;Praha;Praha;11/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,419";"50,059";16638732-9692-4844-b1a1-a0743169b02c;"14,419";"50,059"
537896;Česká informační společnost, z. s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;14/05/1990;"1 990";aktivní;Ostatní služby jinde neuvedené;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";2fe291c1-9e36-4561-aaae-9a2218b71ef6;"14,413";"50,085"
537900;Komora bezpečnosti a ochrany zdraví při práci a požární ochrany České republiky, z. s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;14/05/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";d2d0495b-4f97-4e2e-9c31-534a6128527e;"14,413";"50,085"
537918;Český svaz vynálezců a zlepšovatelů z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";1545fa96-e61e-46d7-9200-af1d9a42d19d;"14,413";"50,085"
537934;Tenis klub 9O Bohnice v likvidaci;Spolek;Neuvedeno;Praha 8, U čimického háje;Hlavní město Praha;Praha;Praha;02/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,533";"50,035";793d7526-2103-409a-8b5a-5fb72616864b;"14,533";"50,035"
537942;Společnost Maharishiho védské university;Spolek;Neuvedeno;Liberec, 46014, Liberec XIV-Ruprechtice, Ruprechtická 9/143;Liberecký kraj;Liberec;Liberec;17/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"15,065";"50,786";cf5a8edf-4ff1-4a7a-918e-df05fc482b6c;"15,065";"50,786"
537985;Česká a Slovenská společnost pro fotoniku, z.s.;Spolek;Neuvedeno;Praha, 16000, Dejvice, Technická 1902/2;Hlavní město Praha;Praha;Praha;23/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,393";"50,103";dc6c7420-2b02-4020-8962-5f0912367f44;"14,393";"50,103"
538027;Česká akustická společnost, z.s.;Spolek;Neuvedeno;Praha, 16000, Dejvice, Technická 1902/2;Hlavní město Praha;Praha;Praha;03/11/1993;"1 993";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,393";"50,103";d66a1a7c-7c86-42e9-9d45-3aee5bcc2413;"14,393";"50,103"
538043;Česká elektrotechnická společnost, z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Služby profesních organizací;Profesní organizace;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";a4d140c0-a178-406b-81c0-0402bf817465;"14,413";"50,085"
538051;TJ AVIA Čakovice, z.s.;Spolek;1 - 5 zaměstnanců;Praha, 19600, Čakovice, Jizerská 328/4;Hlavní město Praha;Praha;Praha;18/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,52";"50,15";da393d64-6047-481c-86cc-54257c140f1a;"14,52";"50,15"
538116;Tělovýchovná jednota Ruzyně, z.s.;Spolek;1 - 5 zaměstnanců;Praha, 16100, Ruzyně, Ztracená 1132/1;Hlavní město Praha;Praha;Praha;04/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,308";"50,082";4f39783f-c9ea-48f1-a396-a1fe11e46922;"14,308";"50,082"
538175;Sportovní klub Smíchov, z.s.;Spolek;6 - 9 zaměstnanců;Praha, 15000, Smíchov, Strakonická 510/6;Hlavní město Praha;Praha;Praha;10/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,411";"50,066";034f4674-ee96-4c6a-88c7-f8c41b151bc7;"14,411";"50,066"
538311;Tělocvičná jednota Sokol I. Smíchov;Pobočný spolek;1 - 5 zaměstnanců;Praha, 15000, Smíchov, Plzeňská 168/27;Hlavní město Praha;Praha;Praha;21/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,396";"50,072";c0540439-9f9d-4b7e-8502-b0337dd82de5;"14,396";"50,072"
538329;Klub Alpin Praha;Spolek;Neuvedeno;Praha, 14000, Krč, Budějovická 635/69;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,458";"50,04";3688de32-e050-41e9-800f-1fbd6691cf49;"14,458";"50,04"
538337;Asociace softwarových autorů v likvidaci;Spolek;Neuvedeno;Praha;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Služby hospodářských svazů;Ostatní;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,434";"50,084";d2d6ad59-278f-4044-966d-dcc40b906c8d;"14,434";"50,084"
538388;Český tenisový svaz z. s.;Spolek;10 - 19 zaměstnanců;Praha, 17000, Holešovice (Praha 7), Ostrov Štvanice 38;Hlavní město Praha;Praha;Praha;17/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,44";"50,096";c1ef0576-e291-435a-a722-629c3aae0c60;"14,44";"50,096"
538396;Českomoravská společnost pro automatizaci z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;29/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,413";"50,085";05402066-734f-4f81-8520-e7aa93b091e6;"14,413";"50,085"
538469;Sportovní klub Meteor Praha;Spolek;1 - 5 zaměstnanců;Praha, 18000, Libeň (Praha 8), U Meteoru 29/3;Hlavní město Praha;Praha;Praha;15/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,467";"50,109";32e50ece-e890-43b5-8e0e-ea47166bdb2b;"14,467";"50,109"
538477;TJ ASTRA Zahradní Město, z.s.;Spolek;10 - 19 zaměstnanců;Praha, 10600, Záběhlice (Praha 10), V korytech 157/27;Hlavní město Praha;Praha;Praha;07/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,494";"50,056";09fb52aa-2fa3-45f3-aa70-32e5f39a535d;"14,494";"50,056"
538515;Svaz zápasu České republiky;Spolek;6 - 9 zaměstnanců;Praha, 16900, Břevnov (Praha 6), Zátopkova 100/2;Hlavní město Praha;Praha;Praha;23/05/1990;"1 990";aktivní;Sportovní služby;Sport;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,386";"50,081";201a5950-7243-44fa-b735-55038187b740;"14,386";"50,081"
538531;Federace autoškol České republiky v likvidaci;Spolek;Neuvedeno;Praha, 18600, Karlín, Křižíkova 164/20;Hlavní město Praha;Praha;Praha;25/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,446";"50,091";bda037b5-c0bb-405d-980e-54ceb546a1c7;"14,446";"50,091"
538540;Český rybářský svaz, z. s., místní organizace Praha 16-Radotín;Pobočný spolek;Neuvedeno;Praha, 15300, Radotín, Šárovo kolo 1706;Hlavní město Praha;Praha;Praha;01/05/1990;"1 990";aktivní;Rybářství a myslivost;Myslivost a rybářství;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;NE;"14,36";"49,985";7c8c2b82-bc5c-4ccd-937e-df1a2db40fc4;"14,36";"49,985"
538558;SK NOHYB;Spolek;Neuvedeno;Rumburk, 40801, Rumburk 1, Výletní 776/7;Ústecký kraj;Děčín;Rumburk;16/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;0;není k dispozici;NE;"14,526";"50,942";503c5802-50be-47cc-85b9-2a7e385ee7f3;"14,526";"50,942"
538582;Společnost pro vzdělávání a mládež ČSVTS, z.s.;Spolek;Neuvedeno;Praha, 11000, Staré Město, Novotného lávka 200/5;Hlavní město Praha;Praha;Praha;23/05/1990;"1 990";aktivní;Podpora zájmových činností;Zájmová činnost;není k dispozici;není k dispozici;není k dispozici;není k dispozici;není k dispozici;ANO;"14,413";"50,085";cbf69590-bc9e-4fd3-9560-cb069232459b;"14,413";"50,085"
